Gender,Age,Married,Number of Dependents,City,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
Female,73,No,0,Richmond,0,71,Offer A,Yes,34.36,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.65,6951.15,0,2439.56,9387.38,Stayed
Male,76,Yes,0,Novato,5,31,Offer C,Yes,46.06,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,2807.65,0,1427.86,4203.93,Stayed
Male,73,No,0,Olancha,0,9,Offer E,Yes,24.85,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,79.55,718.55,10,223.65,952.2,Stayed
Male,28,No,0,San Jose,0,9,Offer E,Yes,49.14,Yes,Yes,Fiber Optic,58,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,758.6,0,442.26,1200.86,Churned
Female,32,Yes,0,San Mateo,6,65,Offer B,Yes,41.34,Yes,Yes,Fiber Optic,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.05,7118.9,0,2687.1,9806,Stayed
Male,79,No,0,Shingle Springs,0,29,Offer C,Yes,6.59,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,101.45,2948.6,60,191.11,3199.71,Stayed
Female,47,No,0,Los Angeles,0,12,Offer D,Yes,21.93,Yes,Yes,Fiber Optic,16,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,958.25,0,263.16,1221.41,Stayed
Female,34,Yes,1,Ione,6,55,Offer B,Yes,41.18,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.9,5448.6,0,2264.9,7713.5,Stayed
Male,48,Yes,0,Raymond,10,43,Offer B,Yes,7.63,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.1,3551.65,0,328.09,3879.74,Stayed
Female,68,Yes,3,Fallbrook,1,4,Offer E,Yes,42.13,No,Yes,Cable,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46,181.6,0,168.52,350.12,Churned
Female,28,Yes,1,Mccloud,1,6,Offer E,Yes,24.83,Yes,Yes,Cable,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,0,148.98,422.23,Stayed
Male,65,No,0,Sloughhouse,0,2,Offer E,Yes,20.99,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94,181.7,0,41.98,223.68,Churned
Female,73,Yes,0,Escondido,1,1,Offer E,Yes,24.24,No,Yes,Cable,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,0,24.24,73.79,Churned
Male,52,Yes,2,El Cajon,9,46,Offer B,Yes,38.45,No,Yes,DSL,15,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,56.9,2560.1,0,1768.7,4328.8,Stayed
Male,26,Yes,0,Vallejo,0,1,Offer E,Yes,23.06,No,Yes,Fiber Optic,52,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,90.75,0,23.06,113.81,Churned
Female,45,Yes,3,Menifee,10,72,Offer A,Yes,37.84,Yes,Yes,Cable,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5986.55,0,2724.48,8711.03,Stayed
Female,29,No,0,Hemet,0,2,Offer E,Yes,33.89,No,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,0,67.78,251.88,Churned
Female,79,No,0,La Jolla,0,17,Offer D,Yes,1.06,Yes,Yes,Fiber Optic,25,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.65,1470.05,0,18.02,1488.07,Stayed
Male,42,No,0,Manteca,0,1,Offer E,Yes,39.87,Yes,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,50.15,0,39.87,90.02,Joined
Female,40,No,0,Harbor City,0,41,Offer B,Yes,36.47,Yes,Yes,DSL,8,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,56.3,2364,0,1495.27,3859.27,Stayed
Female,22,No,0,Fresno,0,63,Offer B,Yes,8.38,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.9,6137,0,527.94,6664.94,Churned
Female,32,No,0,Rancho Santa Fe,0,47,Offer B,Yes,2.45,No,Yes,Fiber Optic,13,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.7,4730.6,0,115.15,4845.75,Stayed
Male,41,No,0,Paso Robles,0,65,Offer B,Yes,22.23,Yes,Yes,DSL,18,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.2,4805.65,0,1444.95,6250.6,Stayed
Female,74,No,0,Somis,0,8,Offer E,Yes,39.86,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,-8,908.55,0,318.88,1227.43,Stayed
Male,54,No,0,Greenview,0,10,Offer D,Yes,35.63,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.2,930.4,0,356.3,1286.7,Churned
Male,60,No,0,Oceanside,0,35,Offer C,Yes,49.61,No,Yes,Fiber Optic,26,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.2,3251.3,0,1736.35,4987.65,Stayed
Male,60,Yes,0,Orange,1,67,Offer A,Yes,21.71,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.3,7567.2,0,1454.57,8985.11,Stayed
Female,52,No,0,Costa Mesa,0,11,Offer D,Yes,24.57,Yes,Yes,Cable,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,58.95,601.6,70,270.27,941.87,Stayed
Female,75,No,0,Pioneertown,0,50,Offer B,Yes,17.65,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,5222.35,0,882.5,6104.85,Stayed
Female,49,Yes,1,Dublin,7,64,Offer B,Yes,21.16,Yes,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,110.3,6997.3,0,1354.24,8351.54,Stayed
Male,60,No,0,Bakersfield,0,3,Offer E,Yes,49.63,No,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,0,148.89,402.69,Joined
Male,30,Yes,2,Redding,9,63,Offer B,Yes,18.88,No,Yes,Fiber Optic,48,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.3,4896.35,40,1189.44,6125.79,Stayed
Male,29,Yes,0,Los Banos,10,71,Offer A,Yes,31.97,Yes,Yes,Fiber Optic,73,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.55,7616,0,2269.87,9885.87,Stayed
Female,67,Yes,0,Bonsall,0,5,Offer E,Yes,9.56,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,69.35,341.6,0,47.8,389.4,Stayed
Female,26,Yes,1,Santa Cruz,8,72,Offer A,Yes,38.99,Yes,Yes,Cable,73,Yes,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.45,5025.85,0,2807.28,7833.13,Stayed
Male,64,Yes,0,Sequoia National Park,4,45,Offer B,Yes,1.59,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.4,3775.85,0,71.55,3847.4,Stayed
Male,37,Yes,1,Jamestown,3,61,Offer B,Yes,43.08,No,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.9,6449.15,0,2627.88,9077.03,Stayed
Male,46,No,0,Altadena,0,4,Offer E,Yes,33.93,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-8,199.75,0,135.72,335.47,Stayed
Female,22,No,0,Los Angeles,0,38,Offer C,Yes,23.95,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.65,3988.5,140,910.1,5038.6,Stayed
Male,30,No,0,Martinez,0,71,Offer A,Yes,49.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,0,3508.82,11040.97,Churned
Male,77,Yes,0,San Diego,1,24,Offer C,Yes,16.1,No,Yes,Cable,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.15,2231.05,0,386.4,2617.45,Churned
Male,39,No,0,San Diego,0,43,Offer B,Yes,19.66,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.35,3161.4,0,845.38,4006.78,Stayed
Male,27,No,0,Hopland,0,2,Offer E,Yes,29.69,No,Yes,Cable,52,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,10,59.38,149.73,Churned
Male,21,No,0,San Diego,0,24,Offer C,Yes,3.72,No,Yes,Cable,59,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,49.7,1218.25,0,89.28,1307.53,Stayed
Female,62,No,0,Platina,0,1,Offer E,Yes,12.4,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,0,12.4,81.05,Churned
Female,67,No,0,Mc Kittrick,0,20,Offer D,Yes,29.29,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,0,585.8,2313.3,Churned
Female,50,Yes,2,Escondido,1,68,Offer A,Yes,15.94,Yes,Yes,Fiber Optic,29,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,83.65,5733.4,0,1083.92,6770.33,Stayed
Male,49,No,0,Modesto,0,1,Offer E,Yes,19.98,No,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0,19.98,99.23,Churned
Female,41,No,0,Sutter Creek,0,45,Offer B,Yes,14.12,Yes,Yes,Fiber Optic,24,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.3,4016.85,0,635.4,4607.62,Churned
Female,64,Yes,0,Temecula,1,40,Offer B,Yes,2.03,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,3303.05,0,81.2,3384.25,Churned
Male,69,Yes,0,Van Nuys,1,2,Offer E,Yes,7.29,No,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.2,140.1,0,14.58,154.68,Joined
Male,64,Yes,0,Willows,4,69,Offer A,Yes,44.33,No,Yes,Cable,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.75,5388.15,0,3058.77,8446.92,Stayed
Female,61,Yes,0,Morro Bay,4,35,Offer C,Yes,10.43,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.3,2416.55,80,365.05,2861.6,Churned
Female,26,No,0,Salyer,0,59,Offer B,Yes,1.94,Yes,Yes,DSL,73,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,79.85,4786.1,0,114.46,4900.56,Stayed
Male,46,Yes,0,Guadalupe,5,40,Offer B,Yes,12.97,No,Yes,Fiber Optic,24,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,80.8,3132.75,0,518.8,3651.55,Stayed
Male,36,Yes,1,Ranchita,10,68,Offer A,Yes,34.62,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.05,6770.5,0,2354.16,9124.66,Stayed
Female,24,Yes,0,Potrero,8,72,Offer A,Yes,16.15,Yes,Yes,Fiber Optic,52,Yes,Yes,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.05,6052.25,0,1162.8,7215.05,Stayed
Male,29,No,3,Fontana,0,18,Offer D,Yes,41.08,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1406.65,0,739.44,2146.09,Stayed
Female,37,No,0,Chula Vista,0,30,Offer C,Yes,22.64,Yes,Yes,DSL,18,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,68.95,2038.7,0,679.2,2717.9,Stayed
Male,64,Yes,2,Sonora,1,72,Offer A,Yes,28.63,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.7,6501.35,0,2061.36,8562.71,Stayed
Female,64,Yes,1,Ramona,1,53,Offer B,Yes,28.36,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,5566.4,0,1503.08,7069.48,Stayed
Male,44,Yes,0,Scott Bar,1,46,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,4312.5,0,465.98,4778.48,Stayed
Female,22,Yes,0,Independence,1,8,Offer E,Yes,38.83,No,Yes,Fiber Optic,76,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,777.3,0,310.64,1087.94,Churned
Female,29,No,0,Riverside,0,31,Offer C,Yes,31.14,Yes,Yes,Cable,52,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.25,1994.3,120,965.34,3079.64,Churned
Male,59,Yes,3,Vallejo,6,40,Offer B,Yes,11.5,Yes,Yes,Fiber Optic,22,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,110.1,4469.1,0,460,4929.1,Stayed
Female,56,No,0,Ballico,0,46,Offer B,Yes,46.83,Yes,Yes,DSL,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,79.2,3593.8,0,2154.18,5747.98,Stayed
Female,45,No,3,Cedar Glen,0,18,Offer D,Yes,42.45,Yes,Yes,DSL,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,1166.7,0,764.1,1930.8,Stayed
Male,56,No,0,Sacramento,0,2,Offer E,Yes,6.47,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,98.5,0,12.94,111.44,Churned
Female,28,No,0,Fresno,0,67,Offer A,Yes,35.99,No,Yes,DSL,73,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.5,3870,0,2411.33,6281.33,Stayed
Female,34,No,0,Millbrae,0,13,Offer D,Yes,38.4,Yes,Yes,DSL,23,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,78.75,995.35,50,499.2,1544.55,Stayed
Female,74,Yes,0,Granite Bay,0,36,Offer C,Yes,11.32,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,91.95,3301.05,0,407.52,3690.81,Stayed
Female,33,No,0,Doyle,0,22,Offer D,Yes,32.75,Yes,Yes,DSL,24,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,1253.5,0,720.5,1974,Stayed
Female,57,Yes,0,Berkeley,1,17,Offer D,Yes,25.79,Yes,Yes,Cable,12,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.4,1607.2,0,438.43,2045.63,Churned
Female,64,Yes,0,South Pasadena,1,11,Offer D,Yes,25.67,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94,1078.9,0,282.37,1361.27,Churned
Male,38,Yes,3,Barstow,6,72,Offer A,Yes,32.22,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7732.65,0,2319.84,10052.49,Stayed
Female,46,No,0,Myers Flat,0,23,Offer D,Yes,18.12,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,2341.55,0,416.76,2758.31,Stayed
Male,32,Yes,3,Dulzura,5,40,Offer B,Yes,13.86,Yes,Yes,DSL,75,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,3015.75,0,554.4,3570.15,Stayed
Female,58,No,0,Sierraville,0,3,Offer E,Yes,29.51,No,Yes,Cable,17,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95,220.45,30,88.53,338.98,Joined
Male,27,No,0,Santa Rosa,0,69,Offer A,Yes,5.71,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.05,7430.75,0,393.99,7801.58,Stayed
Female,58,No,0,Ontario,0,6,Offer E,Yes,47.92,No,Yes,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0,287.52,860.82,Churned
Female,41,Yes,0,Fullerton,1,67,Offer A,Yes,3.2,Yes,Yes,DSL,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.15,5883.85,0,214.4,6098.25,Stayed
Male,76,Yes,0,Angels Camp,1,32,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,0,1392.32,4710.14,Churned
Male,69,Yes,1,Burbank,1,29,Offer C,Yes,49.36,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,2964.8,0,1431.44,4396.24,Stayed
Female,25,No,0,Murrieta,0,29,Offer C,Yes,16.38,Yes,Yes,Fiber Optic,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,1993.25,0,475.02,2468.27,Stayed
Male,73,No,0,Valencia,0,55,Offer B,Yes,8.93,Yes,Yes,Fiber Optic,21,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.8,5617.75,0,491.15,6108.9,Churned
Female,54,Yes,0,Tollhouse,4,55,Offer B,Yes,33.66,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,5676.65,0,1851.3,7527.95,Stayed
Male,58,No,0,Five Points,0,62,Offer B,Yes,22.64,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.75,6125.4,0,1403.68,7529.08,Churned
Male,44,No,0,Hathaway Pines,0,12,Offer D,Yes,18.38,No,Yes,Fiber Optic,3,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,858.6,0,220.56,1079.16,Churned
Female,25,No,2,Encino,0,50,Offer B,Yes,37.52,No,Yes,DSL,71,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.8,3478.15,0,1876,5354.15,Stayed
Female,32,Yes,2,Riverside,3,37,Offer C,Yes,1.12,No,Yes,Cable,23,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.1,2658.8,0,41.44,2700.24,Stayed
Male,21,No,0,Fresno,0,1,Offer E,Yes,32.85,No,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,89.9,0,32.85,122.75,Churned
Male,64,No,0,Pasadena,0,8,Offer E,Yes,11.58,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,572.45,0,92.64,665.09,Stayed
Male,57,No,0,Grass Valley,0,9,Offer E,Yes,2.88,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.95,431,10,25.92,466.92,Churned
Female,30,No,0,San Diego,0,1,Offer E,Yes,34.47,Yes,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.8,85.8,0,34.47,120.27,Churned
Female,51,Yes,2,Kyburz,10,56,Offer B,Yes,25.9,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,81.25,4620.4,0,1450.4,6070.8,Stayed
Female,35,No,0,Whittier,0,63,Offer B,Yes,27.38,No,Yes,DSL,9,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,58.55,3503.5,0,1724.94,5228.44,Stayed
Male,36,Yes,0,Rancho Cordova,1,41,Offer B,Yes,45.03,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.6,4213.35,0,1846.23,6056.65,Churned
Male,52,Yes,3,San Jose,8,14,Offer D,Yes,2.96,Yes,Yes,DSL,76,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.2,944.65,0,41.44,986.09,Stayed
Female,37,No,0,San Jose,0,1,Offer E,Yes,13.01,No,Yes,Cable,4,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.4,55.4,0,13.01,68.41,Churned
Female,29,No,0,San Francisco,0,1,Offer E,Yes,13.04,No,Yes,Fiber Optic,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0,13.04,82.99,Churned
Male,40,Yes,0,Grizzly Flats,10,72,Offer A,Yes,48.44,Yes,Yes,Cable,15,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,82.3,5815.15,0,3487.68,9302.83,Stayed
Male,38,Yes,2,Whittier,1,3,Offer E,Yes,33.3,No,Yes,Fiber Optic,12,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,248.4,0,99.9,348.3,Joined
Female,47,Yes,0,Citrus Heights,8,72,Offer A,Yes,43.29,Yes,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,92,6474.4,110,3116.88,9701.28,Stayed
Female,55,No,0,Alpine,0,1,Offer E,Yes,34.48,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0,34.48,78.43,Churned
Female,33,No,0,Paicines,0,66,Offer A,Yes,43.14,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.1,6595,0,2847.24,9442.24,Stayed
Female,28,No,0,Pollock Pines,0,11,Offer D,Yes,10.06,Yes,Yes,Fiber Optic,48,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79,929.3,0,110.66,1039.96,Stayed
Male,34,Yes,0,San Diego,1,67,Offer A,Yes,28.4,Yes,Yes,Cable,10,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.4,5918.8,0,1902.8,7821.6,Churned
Female,32,No,0,Lomita,0,12,Offer D,Yes,42.55,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.1,947.3,0,510.6,1457.9,Churned
Female,73,Yes,0,Fallbrook,5,27,Offer C,Yes,10.19,Yes,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,2867.75,0,275.13,3142.88,Churned
Female,60,Yes,1,Venice,5,61,Offer B,Yes,18.26,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,100.7,6018.65,90,1113.86,7222.51,Stayed
Male,51,Yes,2,Los Angeles,10,19,Offer D,Yes,9.47,Yes,Yes,DSL,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,50.1,910.45,120,179.93,1210.38,Stayed
Female,42,No,0,Valley Ford,0,2,Offer E,Yes,14.7,No,Yes,DSL,13,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.05,91.1,40,29.4,160.5,Churned
Male,34,Yes,1,Crockett,6,25,Offer C,Yes,37.97,No,Yes,DSL,22,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.3,1296.8,0,949.25,2246.05,Stayed
Male,21,Yes,0,South Dos Palos,1,60,Offer B,Yes,33.25,No,Yes,Fiber Optic,52,No,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,90.95,5453.4,0,1995,7448.4,Churned
Female,32,Yes,0,Fontana,0,8,Offer E,Yes,26.41,Yes,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,627.4,0,211.28,838.68,Churned
Male,75,Yes,0,Redwood Valley,3,72,Offer A,Yes,16.72,Yes,Yes,Cable,9,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,84.45,5899.85,0,1203.84,7103.69,Stayed
Male,32,Yes,0,Palmdale,2,17,Offer D,Yes,45.35,No,Yes,DSL,11,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,64.8,1175.6,0,770.95,1946.55,Stayed
Female,59,Yes,0,Calexico,1,6,Offer E,Yes,6.94,No,Yes,DSL,28,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,270.8,0,41.64,312.44,Churned
Male,40,Yes,0,Whittier,8,71,Offer A,Yes,26.56,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.25,6669.45,90,1885.76,8645.21,Stayed
Female,71,Yes,0,Paramount,1,72,Offer A,Yes,20.48,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.05,6425.65,0,1474.56,7900.21,Stayed
